Season,Climate,City,Building type,Cooling startegy,Age,Sex,Thermal sensation,Thermal sensation acceptability ,Thermal preference,Air movement preference,PMV,PPD,Clo,Met,Air temperature (°C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (°C)
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,No Change,more,0.0,5.0,0.64,1.0,26.0,48.0,0.3,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,less,0.2,6.0,0.72,1.0,26.0,48.0,0.3,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,less,0.0,5.0,0.62,1.0,26.0,48.0,0.3,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,less,0.0,5.0,0.64,1.0,26.0,48.0,0.3,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.2,6.0,0.72,1.0,26.0,48.0,0.3,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,no change,0.7,15.0,0.72,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,0.7,14.0,0.7,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,0.7,15.0,0.72,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.6,13.0,0.66,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.6,12.0,0.64,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,more,0.6,13.0,0.68,1.0,26.8,46.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.2,6.0,0.72,1.0,26.5,48.0,0.37,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.7,14.0,0.97,1.0,26.5,48.0,0.37,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.1,5.0,0.64,1.0,26.5,48.0,0.37,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Warmer,more,0.1,5.0,0.64,1.0,26.5,48.0,0.37,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.2,6.0,0.7,1.0,26.5,48.0,0.37,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.7,15.0,0.64,1.0,27.2,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.7,15.0,0.62,1.0,27.2,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.7,16.0,0.66,1.0,27.2,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,more,0.8,19.0,0.72,1.0,27.2,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,less,0.3,8.0,0.7,1.0,27.3,47.0,0.28,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,0.3,7.0,0.66,1.0,27.3,47.0,0.28,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,0.3,7.0,0.66,1.0,27.3,47.0,0.28,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,0.6,13.0,0.7,1.0,27.4,46.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Warmer,more,0.8,20.0,0.66,1.2,27.4,46.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.5,11.0,0.66,1.0,26.5,45.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,-0.1,5.0,0.62,1.0,26.9,46.0,0.58,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.5,11.0,0.75,1.0,27.0,45.0,0.16,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,more,0.5,10.0,0.7,1.0,27.0,45.0,0.16,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,more,0.7,15.0,0.84,1.0,27.0,45.0,0.16,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.5,10.0,0.7,1.0,27.0,45.0,0.16,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,1.2,36.0,0.64,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,1.2,36.0,0.64,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,1.2,37.0,0.66,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Warmer,more,1.3,40.0,0.7,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,less,1.2,37.0,0.66,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,No Change,more,1.3,40.0,0.7,1.0,26.0,47.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.3,7.0,0.66,1.0,27.6,54.0,0.55,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,27.6,54.0,0.55,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,no change,1.5,53.0,0.66,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Warmer,more,1.5,53.0,0.66,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.6,57.0,0.72,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.6,57.0,0.72,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.6,57.0,0.72,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.5,53.0,0.66,1.0,29.9,61.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,No Change,more,1.6,55.0,0.72,1.0,29.5,56.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.5,51.0,0.64,1.0,29.5,56.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,2.0,75.0,0.49,2.0,29.5,56.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,1.6,57.0,0.72,1.0,29.5,57.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.5,52.0,0.72,1.0,29.9,58.0,0.26,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,less,1.5,52.0,0.72,1.0,29.9,58.0,0.26,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,1.3,39.0,0.66,1.0,28.8,55.0,0.06,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,1.3,39.0,0.66,1.0,28.8,55.0,0.06,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,1.3,43.0,0.64,1.0,29.1,56.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,1.5,51.0,0.75,1.0,29.3,56.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.4,45.0,0.64,1.0,29.3,56.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,1.4,45.0,0.64,1.0,29.3,56.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,-1.1,29.0,0.72,1.0,23.3,56.0,0.82,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-3.0,1.0,Warmer,less,-0.2,6.0,0.72,1.0,23.7,57.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,-0.1,5.0,0.75,1.0,23.7,57.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,-0.3,6.0,0.68,1.0,23.7,57.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.2,6.0,0.72,1.0,25.4,55.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.2,6.0,0.72,1.0,25.4,55.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,No Change,more,0.1,5.0,0.66,1.0,25.4,55.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.2,6.0,0.72,1.0,25.4,55.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,no change,0.5,10.0,0.84,1.0,25.6,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.5,10.0,0.84,1.0,25.6,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.3,7.0,0.72,1.0,25.6,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.5,10.0,0.84,1.0,25.6,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.5,10.0,0.84,1.0,25.6,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,-1.0,26.0,0.72,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,-1.0,26.0,0.72,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,less,-0.4,8.0,0.72,1.2,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,-1.0,26.0,0.72,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,-1.0,26.0,0.72,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,-0.7,15.0,0.84,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,-1.1,29.0,0.7,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,more,-1.0,26.0,0.72,1.0,23.0,55.0,0.31,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.3,7.0,0.75,1.0,25.5,49.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.2,6.0,0.66,1.0,25.5,49.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,No Change,more,0.3,6.0,0.72,1.0,25.5,49.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.3,6.0,0.72,1.0,25.5,49.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,more,0.2,6.0,0.68,1.0,25.5,49.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.5,9.0,0.7,1.0,23.4,48.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.5,9.0,0.7,1.0,23.4,48.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.7,14.0,0.84,1.0,23.4,48.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.7,17.0,0.68,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,1.1,30.0,0.97,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.8,19.0,0.72,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,0.0,Warmer,less,1.1,30.0,0.97,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.8,19.0,0.72,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,0.8,19.0,0.72,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,No Change,more,0.8,19.0,0.72,1.0,27.1,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.8,17.0,0.66,1.0,27.3,55.0,0.06,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,0.8,20.0,0.72,1.0,27.3,55.0,0.06,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,-0.3,6.0,0.7,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.1,5.0,0.88,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,-0.4,8.0,0.66,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,-0.2,6.0,0.72,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,-0.2,6.0,0.72,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,1.2,35.0,0.75,2.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,no change,-0.2,5.0,0.75,1.0,25.7,54.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.7,14.0,0.72,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,0.7,15.0,0.75,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.6,12.0,0.66,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.7,14.0,0.72,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.7,14.0,0.72,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.7,14.0,0.72,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,0.7,14.0,0.72,1.0,26.7,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,less,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,less,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.6,13.0,0.72,1.0,26.9,54.0,0.11,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,1.1,33.0,0.72,1.2,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.9,23.0,0.72,1.0,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.9,23.0,0.72,1.0,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,No Change,more,0.9,23.0,0.72,1.0,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,less,0.9,23.0,0.72,1.0,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,less,0.9,21.0,0.68,1.0,27.5,63.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.72,1.0,26.8,55.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.72,1.0,26.8,55.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,0.6,14.0,0.72,1.0,26.8,55.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.72,1.0,26.8,55.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,0.6,14.0,0.72,1.0,26.8,55.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,no change,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,no change,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,no change,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,more,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,less,0.4,9.0,0.72,1.0,26.1,46.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,no change,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,Warmer,no change,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,Cooler,more,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,0.0,No Change,no change,0.7,15.0,0.9,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.4,9.0,0.72,1.0,25.6,64.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.72,1.0,26.5,59.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.72,1.0,26.5,59.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.2,33.0,0.7,1.0,28.1,48.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,more,1.6,55.0,0.72,1.0,29.8,39.0,0.15,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.9,24.0,0.84,1.0,27.3,46.0,0.39,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.6,13.0,0.64,1.0,27.3,46.0,0.39,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,no change,0.7,16.0,0.7,1.0,27.3,46.0,0.39,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.6,12.0,0.7,1.0,27.7,47.0,0.68,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.9,23.0,0.9,1.0,27.7,47.0,0.68,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,1.2,34.0,0.7,1.0,28.1,49.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,1.6,56.0,0.6,1.7,28.1,49.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,no change,1.2,37.0,0.64,1.0,28.5,49.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Warmer,more,1.4,47.0,0.84,1.0,28.5,49.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,1.5,48.0,0.9,1.0,28.7,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,1.4,46.0,0.84,1.0,28.7,48.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.7,62.0,0.72,1.0,29.8,55.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,1.7,62.0,0.72,1.0,29.8,55.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.9,70.0,0.72,1.2,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.8,67.0,0.72,1.0,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,1.8,67.0,0.72,1.0,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,no change,1.8,67.0,0.72,1.0,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,less,1.8,67.0,0.72,1.0,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,no change,1.8,67.0,0.72,1.0,30.2,54.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,1.8,68.0,0.97,1.0,30.2,55.0,0.25,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,1.6,54.0,0.68,1.0,30.2,55.0,0.25,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Warmer,no change,1.6,57.0,0.73,1.0,30.2,55.0,0.25,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,No Change,more,2.2,86.0,0.84,1.0,31.3,61.0,0.12,30.4
