Season,Climate,City,Building type,Cooling startegy,Age,Sex,Thermal sensation,Thermal sensation acceptability ,Thermal preference,Air movement preference,PMV,PPD,Clo,Met,Air temperature (°C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (°C)
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,2.3,88.0,0.95,1.0,31.3,61.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,more,2.3,87.0,0.88,1.0,31.3,61.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,2.2,86.0,0.82,1.0,31.3,61.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,no change,2.1,82.0,0.65,1.0,31.3,61.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,2.1,80.0,0.84,1.0,31.1,60.0,0.4,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,no change,2.2,85.0,0.84,1.0,31.2,60.0,0.12,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,2.0,76.0,0.72,1.0,30.8,58.0,0.16,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,2.0,75.0,0.82,1.0,30.8,58.0,0.4,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,1.5,48.0,0.72,1.0,30.3,47.0,0.34,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,1.5,52.0,0.64,1.2,30.3,47.0,0.34,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,no change,1.5,53.0,0.81,1.0,30.3,47.0,0.34,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,no change,0.8,19.0,0.7,1.0,28.2,40.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.8,19.0,0.7,1.0,28.2,40.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,0.8,20.0,0.72,1.0,28.2,40.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.8,19.0,0.7,1.0,27.4,45.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.8,19.0,0.7,1.0,27.4,45.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,less,0.8,19.0,0.7,1.0,27.4,45.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Warmer,more,0.7,16.0,0.64,1.0,27.4,45.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,1.1,30.0,0.75,1.0,28.0,42.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,1.1,30.0,0.75,1.0,28.0,42.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,1.1,29.0,0.72,1.0,28.0,42.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,1.0,27.0,0.62,1.0,28.1,51.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.1,31.0,0.7,1.0,28.1,51.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,1.1,30.0,0.7,1.0,28.2,49.0,0.05,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.4,44.0,0.7,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.7,59.0,0.49,1.7,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,more,1.4,44.0,0.7,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,No Change,more,1.4,45.0,0.72,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,1.4,47.0,0.75,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,more,1.5,52.0,0.84,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,1.6,58.0,0.95,1.0,28.9,60.0,0.32,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,no change,1.4,46.0,0.75,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,1.6,57.0,0.97,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,1.4,46.0,0.75,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,1.5,51.0,0.84,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,1.6,54.0,0.9,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,more,1.6,57.0,0.97,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,1.5,51.0,0.84,1.0,28.9,55.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Cooler,more,1.1,32.0,0.97,1.0,27.9,52.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,no change,0.7,15.0,0.64,1.0,27.9,52.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,more,1.3,39.0,0.97,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,1.3,39.0,0.97,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,1.1,32.0,0.84,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,1.3,39.0,0.97,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-3.0,1.0,Warmer,no change,1.1,32.0,0.84,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,no change,1.1,32.0,0.84,1.0,28.2,51.0,0.2,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,more,0.6,13.0,0.75,1.0,28.5,45.0,0.78,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,more,0.6,13.0,0.75,1.0,28.5,45.0,0.78,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,more,1.0,25.0,0.97,1.0,28.5,45.0,0.78,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.8,18.0,0.84,1.0,28.5,45.0,0.78,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,1.0,27.0,0.9,1.0,27.5,48.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,no change,1.1,30.0,0.97,1.0,27.5,48.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,1.0,24.0,0.84,1.0,27.5,48.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.8,20.0,0.75,1.0,27.5,48.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,1.0,27.0,0.9,1.0,27.5,48.0,0.14,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Warmer,more,0.6,13.0,0.84,1.0,26.8,47.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.4,9.0,0.72,1.0,26.8,47.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,0.3,7.0,0.66,1.0,26.8,47.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,0.4,8.0,0.7,1.0,26.8,47.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,No Change,more,0.3,7.0,0.64,1.0,26.8,47.0,0.13,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,no change,0.6,11.0,0.9,1.0,26.4,48.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,less,0.2,6.0,0.7,1.0,26.4,48.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,more,0.6,14.0,0.97,1.0,26.4,48.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,0.3,6.0,0.75,1.0,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.4,9.0,0.84,1.0,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.6,13.0,0.97,1.0,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.3,6.0,0.75,1.0,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.3,6.0,0.75,1.0,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,no change,0.7,16.0,0.84,1.2,26.7,45.0,0.35,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.5,10.0,0.84,1.0,26.3,45.0,0.19,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Warmer,more,0.5,10.0,0.84,1.0,26.3,45.0,0.19,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Warmer,more,0.5,10.0,0.84,1.0,26.3,45.0,0.19,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.5,10.0,0.84,1.0,26.3,45.0,0.19,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,No Change,no change,0.6,13.0,0.84,1.0,26.1,44.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.2,6.0,0.7,1.0,25.3,44.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,no change,0.9,22.0,0.49,1.7,25.3,44.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,no change,0.3,7.0,0.72,1.0,25.3,44.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Cooler,no change,0.3,7.0,0.84,1.0,25.8,44.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.3,7.0,0.84,1.0,25.8,44.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Cooler,no change,0.0,5.0,0.64,1.0,25.8,44.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,-1.1,32.0,0.72,1.0,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,no change,-0.5,10.0,0.97,1.0,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,less,-0.8,18.0,0.84,1.0,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,more,-0.8,18.0,0.84,1.0,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,no change,0.3,7.0,0.69,1.7,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,less,-0.8,18.0,0.84,1.0,22.4,54.0,0.45,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.4,9.0,0.84,1.0,25.5,47.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.2,6.0,0.72,1.0,25.5,47.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.2,6.0,0.72,1.0,25.5,47.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,0.0,Cooler,more,0.2,6.0,0.72,1.0,25.5,47.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,more,0.2,6.0,0.72,1.0,25.5,47.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.2,5.0,0.72,1.0,25.2,45.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,0.3,8.0,0.84,1.0,25.2,45.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,more,0.2,6.0,0.75,1.0,25.2,45.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Cooler,more,0.9,22.0,0.57,1.7,25.2,45.0,0.02,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,-0.4,9.0,0.9,1.0,25.2,46.0,1.83,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Warmer,more,0.8,18.0,0.97,1.0,26.2,46.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,more,0.8,18.0,0.97,1.0,26.2,46.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,-0.1,5.0,0.72,1.0,25.5,45.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,-0.4,9.0,0.72,1.0,22.7,52.0,0.04,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,less,-0.2,6.0,0.72,1.0,24.2,51.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,less,-0.3,7.0,0.7,1.0,24.2,51.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,-0.4,9.0,0.64,1.0,24.2,51.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,less,-0.4,9.0,0.64,1.0,24.2,51.0,0.18,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,0.1,5.0,0.7,1.0,25.1,50.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.1,5.0,0.72,1.0,25.1,50.0,0.1,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.2,6.0,0.7,1.0,26.1,48.0,0.21,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.8,17.0,0.75,1.0,26.9,46.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,0.8,17.0,0.75,1.0,26.9,46.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,1.0,26.0,0.97,1.0,26.9,46.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.9,21.0,0.84,1.0,26.9,46.0,0.0,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.4,9.0,0.82,1.0,25.6,49.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,0.2,6.0,0.64,1.0,25.6,49.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,1.0,Cooler,more,0.3,7.0,0.72,1.0,25.6,49.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,0.0,Cooler,more,0.2,6.0,0.64,1.0,25.6,49.0,0.08,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.8,20.0,0.95,1.0,26.4,48.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,more,0.8,20.0,0.95,1.0,26.4,48.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,Cooler,more,0.4,9.0,0.64,1.0,26.4,48.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.4,9.0,0.64,1.0,26.4,48.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,0.9,21.0,0.97,1.0,26.4,48.0,0.07,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,less,0.7,16.0,0.64,1.0,27.3,52.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Warmer,no change,0.7,16.0,0.64,1.0,27.3,52.0,0.01,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,no change,0.6,13.0,0.73,1.0,26.8,49.0,0.09,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,no change,0.5,10.0,0.64,1.0,26.8,49.0,0.09,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Warmer,no change,0.8,18.0,0.84,1.0,26.8,49.0,0.09,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.6,12.0,0.7,1.0,26.8,49.0,0.09,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.8,18.0,0.7,1.0,27.3,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,1.0,24.0,0.84,1.0,27.3,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.8,20.0,0.75,1.0,27.3,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.8,18.0,0.7,1.0,27.3,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.7,15.0,0.64,1.0,27.3,53.0,0.03,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,more,0.2,6.0,0.84,1.0,25.5,47.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,no change,0.4,8.0,0.97,1.0,25.5,47.0,0.17,30.4
Spring,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Cooler,more,0.2,6.0,0.84,1.0,25.5,47.0,0.17,30.4
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,1.3,38.0,0.64,1.0,29.3,40.0,0.22,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,no change,1.5,49.0,0.84,1.0,29.3,40.0,0.22,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,no change,1.4,45.0,0.75,1.0,29.3,40.0,0.22,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,1.4,45.0,0.75,1.0,29.3,40.0,0.22,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,no change,1.4,48.0,0.97,1.0,28.9,38.0,0.16,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,1.2,37.0,0.74,1.0,28.9,38.0,0.16,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,1.4,48.0,0.97,1.0,28.9,38.0,0.16,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,0.0,No Change,no change,1.3,42.0,0.84,1.0,28.9,38.0,0.16,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,0.1,5.0,0.64,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Warmer,more,0.6,13.0,0.97,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,No Change,more,0.4,9.0,0.84,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,less,0.4,9.0,0.84,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,Warmer,no change,0.4,9.0,0.84,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.6,13.0,0.97,1.0,25.8,41.0,0.19,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,No Change,less,0.8,20.0,0.97,1.0,27.7,42.0,0.21,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,less,0.8,20.0,0.97,1.0,27.7,42.0,0.21,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,no change,0.7,15.0,0.84,1.0,27.7,42.0,0.21,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,1.0,Cooler,more,0.8,20.0,0.97,1.0,27.7,42.0,0.21,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,less,0.7,15.0,0.84,1.0,27.7,42.0,0.21,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,no change,-0.2,6.0,0.64,1.0,26.6,41.0,0.53,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.0,5.0,0.7,1.0,26.6,41.0,0.53,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,less,1.3,42.0,0.7,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,1.3,43.0,0.72,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,Warmer,more,1.3,39.0,0.66,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,more,1.4,44.0,0.75,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,1.5,49.0,0.84,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,1.3,38.0,0.64,1.0,30.1,40.0,0.15,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,1.0,Cooler,more,-0.4,8.0,0.64,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,more,-0.2,6.0,0.7,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,-0.2,6.0,0.7,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,-0.2,6.0,0.72,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,0.0,Warmer,less,-0.2,6.0,0.72,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,No Change,no change,-0.2,6.0,0.72,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,-0.2,6.0,0.72,1.0,22.5,44.0,0.17,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,0.5,10.0,0.66,1.0,27.9,36.0,0.28,38.1
Summer,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,0.0,Warmer,more,0.5,10.0,0.66,1.0,27.9,36.0,0.28,38.1
